Wavelength (nm)	Light Power (W)	
569.000000	0.000281
570.000000	0.000271
571.000000	0.000253
572.000000	0.000219
573.000000	0.000185
574.000000	0.000191
575.000000	0.000229
576.000000	0.000290
577.000000	0.000314
578.000000	0.000322
579.000000	0.000294
580.000000	0.000238
581.000000	0.000216
582.000000	0.000208
583.000000	0.000240
584.000000	0.000291
585.000000	0.000301
586.000000	0.000289
587.000000	0.000266
588.000000	0.000222
589.000000	0.000212
590.000000	0.000218
591.000000	0.000313
592.000000	0.000316
593.000000	0.000319
594.000000	0.000308
595.000000	0.000296
596.000000	0.000295
597.000000	0.000299
598.000000	0.000317
599.000000	0.000344
600.000000	0.000363
601.000000	0.000382
602.000000	0.000386
603.000000	0.000383
604.000000	0.000373
605.000000	0.000357
606.000000	0.000358
607.000000	0.000359
608.000000	0.000374
609.000000	0.000398
610.000000	0.000412
611.000000	0.000428
612.000000	0.000434
613.000000	0.000427
614.000000	0.000414
615.000000	0.000390
616.000000	0.000385
617.000000	0.000392
618.000000	0.000412
619.000000	0.000436
620.000000	0.000448
621.000000	0.000460
622.000000	0.000475
623.000000	0.000490
624.000000	0.000507
625.000000	0.000538
626.000000	0.000527
627.000000	0.000514
628.000000	0.000504
629.000000	0.000506
630.000000	0.000511
631.000000	0.000528
632.000000	0.000553
633.000000	0.000569
634.000000	0.000586
635.000000	0.000590
636.000000	0.000583
637.000000	0.000584
638.000000	0.000585
639.000000	0.000587
640.000000	0.000580
641.000000	0.000565
642.000000	0.000565
643.000000	0.000569
644.000000	0.000591
645.000000	0.000623
646.000000	0.000642
647.000000	0.000643
648.000000	0.000618
649.000000	0.000592
650.000000	0.000577
651.000000	0.000580
652.000000	0.000612
653.000000	0.000638
654.000000	0.000648
655.000000	0.000632
656.000000	0.000597
657.000000	0.000579
658.000000	0.000569
659.000000	0.000584
660.000000	0.000632
661.000000	0.000669
662.000000	0.000679
663.000000	0.000650
664.000000	0.000585
665.000000	0.000536
666.000000	0.000542
667.000000	0.000582
668.000000	0.000632
669.000000	0.000662
670.000000	0.000656
671.000000	0.000608
672.000000	0.000575
673.000000	0.000563
674.000000	0.000564
675.000000	0.000603
676.000000	0.000644
677.000000	0.000648
678.000000	0.000638
679.000000	0.000600
680.000000	0.000564
681.000000	0.000579
682.000000	0.000625
683.000000	0.000662
684.000000	0.000675
685.000000	0.000664
686.000000	0.000615
687.000000	0.000576
688.000000	0.000607
689.000000	0.000643
690.000000	0.000672
691.000000	0.000693
692.000000	0.000674
693.000000	0.000636
694.000000	0.000607
695.000000	0.000612
696.000000	0.000657
697.000000	0.000716
698.000000	0.000758
699.000000	0.000748
700.000000	0.000709
701.000000	0.000682
702.000000	0.000670
703.000000	0.000699
704.000000	0.000776
705.000000	0.000819
706.000000	0.000797
707.000000	0.000762
708.000000	0.000732
709.000000	0.000688
710.000000	0.000691
711.000000	0.000785
712.000000	0.000858
713.000000	0.000836
714.000000	0.000771
715.000000	0.000704
716.000000	0.000680
717.000000	0.000700
718.000000	0.000741
719.000000	0.000793
720.000000	0.000802
721.000000	0.000780
722.000000	0.000733
723.000000	0.000676
724.000000	0.000663
725.000000	0.000694
726.000000	0.000730
727.000000	0.000753
728.000000	0.000741
729.000000	0.000697
730.000000	0.000650
731.000000	0.000627
732.000000	0.000634
733.000000	0.000663
734.000000	0.000694
735.000000	0.000693
736.000000	0.000669
737.000000	0.000643
738.000000	0.000614
739.000000	0.000607
740.000000	0.000620
741.000000	0.000636
742.000000	0.000648
743.000000	0.000637
744.000000	0.000606
745.000000	0.000583
746.000000	0.000572
747.000000	0.000574
748.000000	0.000593
749.000000	0.000603
750.000000	0.000602
751.000000	0.000592
752.000000	0.000565
753.000000	0.000546
754.000000	0.000537
755.000000	0.000540
756.000000	0.000553
757.000000	0.000558
758.000000	0.000551
759.000000	0.000540
760.000000	0.000522
761.000000	0.000505
762.000000	0.000502
763.000000	0.000510
764.000000	0.000520
765.000000	0.000526
766.000000	0.000520
767.000000	0.000508
768.000000	0.000492
769.000000	0.000486
770.000000	0.000492
771.000000	0.000504
772.000000	0.000513
773.000000	0.000514
774.000000	0.000504
775.000000	0.000487
776.000000	0.000475
777.000000	0.000477
778.000000	0.000495
779.000000	0.000516
780.000000	0.000525
781.000000	0.000518
782.000000	0.000499
783.000000	0.000485
784.000000	0.000484
785.000000	0.000503
786.000000	0.000523
787.000000	0.000533
788.000000	0.000531
789.000000	0.000509
790.000000	0.000488
791.000000	0.000482
792.000000	0.000494
793.000000	0.000519
794.000000	0.000541
795.000000	0.000547
796.000000	0.000522
797.000000	0.000495
798.000000	0.000485
799.000000	0.000491
800.000000	0.000516
801.000000	0.000545
802.000000	0.000553
803.000000	0.000533
804.000000	0.000498
805.000000	0.000471
806.000000	0.000467
807.000000	0.000488
808.000000	0.000522
809.000000	0.000544
810.000000	0.000535
811.000000	0.000512
812.000000	0.000484
813.000000	0.000469
814.000000	0.000487
815.000000	0.000519
816.000000	0.000550
817.000000	0.000557
818.000000	0.000524
819.000000	0.000486
820.000000	0.000467
821.000000	0.000477
822.000000	0.000513
823.000000	0.000552
824.000000	0.000563
825.000000	0.000546
826.000000	0.000517
827.000000	0.000498
828.000000	0.000506
829.000000	0.000532
830.000000	0.000566
831.000000	0.000592
832.000000	0.000588
833.000000	0.000558
834.000000	0.000521
835.000000	0.000506
836.000000	0.000520
837.000000	0.000547
838.000000	0.000565
839.000000	0.000569
840.000000	0.000550
841.000000	0.000515
842.000000	0.000497
843.000000	0.000506
844.000000	0.000526
845.000000	0.000546
846.000000	0.000556
847.000000	0.000541
848.000000	0.000504
849.000000	0.000475
850.000000	0.000472
851.000000	0.000487
852.000000	0.000503
853.000000	0.000511
854.000000	0.000498
855.000000	0.000472
856.000000	0.000448
857.000000	0.000435
858.000000	0.000441
859.000000	0.000454
860.000000	0.000453
861.000000	0.000434
862.000000	0.000412
863.000000	0.000390
864.000000	0.000379
865.000000	0.000379
866.000000	0.000383
867.000000	0.000387
868.000000	0.000378
869.000000	0.000352
870.000000	0.000334
871.000000	0.000329
872.000000	0.000329
873.000000	0.000331
874.000000	0.000331
875.000000	0.000323
876.000000	0.000311
877.000000	0.000298
878.000000	0.000290
879.000000	0.000287
880.000000	0.000285
881.000000	0.000285
882.000000	0.000281
883.000000	0.000276
884.000000	0.000269
885.000000	0.000260
886.000000	0.000257
887.000000	0.000259
888.000000	0.000260
889.000000	0.000259
890.000000	0.000256
891.000000	0.000249
892.000000	0.000243
893.000000	0.000242
894.000000	0.000245
895.000000	0.000244
896.000000	0.000244
897.000000	0.000246
898.000000	0.000240
899.000000	0.000234
900.000000	0.000234
901.000000	0.000235
902.000000	0.000236
903.000000	0.000235
904.000000	0.000235
905.000000	0.000236
906.000000	0.000233
907.000000	0.000232
908.000000	0.000233
909.000000	0.000230
910.000000	0.000229
911.000000	0.000229
912.000000	0.000230
913.000000	0.000231
914.000000	0.000229
915.000000	0.000228
916.000000	0.000225
917.000000	0.000222
918.000000	0.000223
919.000000	0.000223
920.000000	0.000223
921.000000	0.000224
922.000000	0.000221
923.000000	0.000217
924.000000	0.000217
925.000000	0.000214
926.000000	0.000214
927.000000	0.000215
928.000000	0.000214
929.000000	0.000214
930.000000	0.000209
931.000000	0.000204
932.000000	0.000202
933.000000	0.000200
934.000000	0.000200
935.000000	0.000202
936.000000	0.000200
937.000000	0.000198
938.000000	0.000193
939.000000	0.000190
940.000000	0.000192
941.000000	0.000191
942.000000	0.000191
943.000000	0.000190
944.000000	0.000186
945.000000	0.000183
946.000000	0.000180
947.000000	0.000176
948.000000	0.000177
949.000000	0.000177
950.000000	0.000177
951.000000	0.000176
952.000000	0.000173
953.000000	0.000170
954.000000	0.000169
955.000000	0.000167
956.000000	0.000168
957.000000	0.000168
958.000000	0.000166
959.000000	0.000164
960.000000	0.000159
961.000000	0.000156
962.000000	0.000155
963.000000	0.000155
964.000000	0.000157
965.000000	0.000156
966.000000	0.000153
967.000000	0.000152
968.000000	0.000149
969.000000	0.000147
970.000000	0.000147
971.000000	0.000147
972.000000	0.000147
973.000000	0.000144
974.000000	0.000140
975.000000	0.000137
976.000000	0.000135
977.000000	0.000135
978.000000	0.000136
979.000000	0.000136
980.000000	0.000135
981.000000	0.000133
982.000000	0.000131
983.000000	0.000130
984.000000	0.000130
985.000000	0.000130
986.000000	0.000130
987.000000	0.000127
988.000000	0.000125
989.000000	0.000123
990.000000	0.000121
991.000000	0.000121
992.000000	0.000122
993.000000	0.000123
994.000000	0.000123
995.000000	0.000122
996.000000	0.000121
997.000000	0.000120
998.000000	0.000118
999.000000	0.000119
1000.000000	0.000119
1001.000000	0.000118
1002.000000	0.000118
1003.000000	0.000116
1004.000000	0.000115
1005.000000	0.000115
1006.000000	0.000116
1007.000000	0.000118
1008.000000	0.000118
1009.000000	0.000117
1010.000000	0.000117
1011.000000	0.000116
1012.000000	0.000116
1013.000000	0.000118
1014.000000	0.000119
1015.000000	0.000120
1016.000000	0.000119
1017.000000	0.000120
1018.000000	0.000121
1019.000000	0.000124
1020.000000	0.000128
1021.000000	0.000132
1022.000000	0.000135
1023.000000	0.000137
1024.000000	0.000140
1025.000000	0.000144
1026.000000	0.000152
1027.000000	0.000155
1028.000000	0.000158
1029.000000	0.000160
1030.000000	0.000160
1031.000000	0.000160
1032.000000	0.000163
1033.000000	0.000165
1034.000000	0.000167
1035.000000	0.000166
1036.000000	0.000160
1037.000000	0.000152
1038.000000	0.000143
1039.000000	0.000137
1040.000000	0.000133
1041.000000	0.000132
1042.000000	0.000132
1043.000000	0.000131
1044.000000	0.000132
1045.000000	0.000133
1046.000000	0.000134
1047.000000	0.000137
1048.000000	0.000142
1049.000000	0.000147
1050.000000	0.000152
1051.000000	0.000156
1052.000000	0.000160
1053.000000	0.000166
1054.000000	0.000172
1055.000000	0.000180
1056.000000	0.000191
1057.000000	0.000202
1058.000000	0.000215
1059.000000	0.000231
1060.000000	0.000257
1061.000000	0.000304
1062.000000	0.000359
1063.000000	0.000531
1064.000000	0.000944
1065.000000	0.001232
1066.000000	0.000935
1067.000000	0.000559
1068.000000	0.000410
1069.000000	0.000315
1070.000000	0.000246
1071.000000	0.000210
1072.000000	0.000196
1073.000000	0.000190
1074.000000	0.000183
1075.000000	0.000172
1076.000000	0.000162
1077.000000	0.000153
1078.000000	0.000146
1079.000000	0.000144
1080.000000	0.000143
1081.000000	0.000138
1082.000000	0.000132
1083.000000	0.000128
1084.000000	0.000126
1085.000000	0.000124
1086.000000	0.000123
1087.000000	0.000121
1088.000000	0.000119
1089.000000	0.000118
1090.000000	0.000116
1091.000000	0.000115
1092.000000	0.000114
1093.000000	0.000113
1094.000000	0.000113
1095.000000	0.000111
1096.000000	0.000110
1097.000000	0.000110
1098.000000	0.000109
1099.000000	0.000112
1100.000000	0.000114
